Product_Type,Brand,Build_Quality,User_Lifespan,Usage_Pattern,Expiry_Years,Condition,Original_Price,Used_Duration,Current_Price
Refrigerator,Godrej,3,12.2,Heavy,12.499999999999998,3,77994,9,15286.82
Smartwatch,Boat,3,2.9,Heavy,3.2,4,40770,8,500.0
Refrigerator,Bosch,5,11.5,Light,12.5,5,61931,2,52022.04
Tablet,Samsung,5,6.9,Heavy,7.6000000000000005,5,33238,6,6997.47
Smartwatch,Amazfit,3,2.3,Light,2.9,4,7162,3,500.0
Laptop,HP,2,4.6,Moderate,4.9,2,137850,5,500.0
Refrigerator,Bosch,4,12.3,Moderate,13.000000000000002,4,61751,10,12112.7
Refrigerator,LG,1,10.3,Moderate,10.4,1,64584,8,5961.6
Tablet,Lenovo,4,6.0,Heavy,6.5,2,10869,3,3218.9
Tablet,Huawei,3,5.4,Light,6.0,5,19922,3,9961.0
TV,Sony,2,10.7,Heavy,10.799999999999999,4,18404,4,9849.55
Smartwatch,Amazfit,5,3.2,Moderate,4.1000000000000005,2,28794,7,500.0
Refrigerator,Bosch,4,14.1,Heavy,14.6,3,36033,1,23495.49
Refrigerator,Whirlpool,3,9.5,Moderate,10.0,3,58390,1,36785.7
Tablet,Lenovo,5,3.8,Moderate,4.7,3,62388,7,500.0
Smartwatch,Boat,3,2.4,Moderate,2.9,2,43684,7,500.0
Smartwatch,Apple,4,3.3,Light,4.1,5,34820,3,9341.95
TV,TCL,2,9.0,Heavy,9.1,4,178725,5,68445.78
Smartwatch,Apple,2,4.5,Heavy,4.6000000000000005,5,35230,7,500.0
Tablet,Samsung,4,4.4,Light,5.2,4,28923,9,500.0
Tablet,Apple,2,3.7,Light,4.1000000000000005,1,36534,4,500.0
Smartphone,Realme,3,4.1,Light,4.699999999999999,4,73183,6,500.0
Smartwatch,Noise,4,2.5,Heavy,3.0,1,7755,6,500.0
Tablet,Lenovo,3,3.9,Light,4.5,4,33461,8,500.0
Smartphone,Samsung,4,5.0,Heavy,5.5,4,41221,9,500.0
Washing Machine,Samsung,1,10.1,Heavy,9.999999999999998,2,39143,6,8611.46
Laptop,HP,3,4.3,Heavy,4.6000000000000005,2,85545,1,36821.54
Laptop,Apple,5,6.0,Light,7.0,2,99783,10,500.0
Washing Machine,Samsung,2,14.3,Heavy,14.4,4,15145,1,11979.27
Refrigerator,Samsung,5,9.0,Light,10.0,1,46654,6,7464.64
TV,OnePlus,5,14.0,Heavy,14.7,2,123034,10,21635.57
Washing Machine,LG,5,8.1,Light,9.1,1,43153,8,2086.52
Refrigerator,Whirlpool,1,11.6,Moderate,11.7,1,27406,1,10025.44
TV,TCL,5,9.7,Moderate,10.6,5,59537,6,25836.81
TV,LG,4,9.1,Light,9.9,5,101282,3,70590.48
Laptop,Lenovo,5,4.2,Moderate,5.1000000000000005,3,145498,8,500.0
Smartwatch,Samsung,2,4.1,Light,4.5,1,25237,10,500.0
TV,Sony,4,12.2,Heavy,12.7,4,72585,2,51981.15
Smartphone,OnePlus,1,3.6,Moderate,3.7,1,116029,1,33867.92
TV,OnePlus,1,9.3,Moderate,9.4,1,86912,7,8876.12
Laptop,HP,5,6.5,Light,7.5,3,84802,10,500.0
Tablet,Lenovo,5,3.7,Moderate,4.6000000000000005,4,48936,7,500.0
Smartwatch,Apple,4,2.4,Moderate,3.1,5,14033,10,500.0
Refrigerator,Samsung,1,11.3,Moderate,11.4,1,58664,10,2881.74
Smartphone,Samsung,1,3.7,Moderate,3.8000000000000003,3,105757,1,54548.35
Smartphone,OnePlus,3,3.3,Heavy,3.6,3,65167,4,500.0
Refrigerator,Bosch,2,10.5,Light,10.9,1,24206,1,8794.11
Smartwatch,Apple,3,3.8,Light,4.4,5,49892,8,500.0
Washing Machine,IFB,2,8.7,Moderate,9.0,5,50560,5,22471.11
TV,OnePlus,5,11.9,Moderate,12.8,3,184491,2,108965.0
Smartphone,OnePlus,5,3.5,Heavy,4.2,4,12935,5,500.0
Washing Machine,Bosch,4,13.5,Light,14.3,3,55553,7,19851.46
Refrigerator,Godrej,5,9.1,Heavy,9.799999999999999,3,47064,6,12774.51
Smartphone,Xiaomi,5,3.6,Light,4.6,4,8565,1,5697.59
Tablet,Samsung,5,5.6,Light,6.6,3,41522,1,24661.55
Smartwatch,Samsung,5,2.1,Light,3.1,2,3543,9,500.0
Refrigerator,Godrej,4,13.2,Heavy,13.7,4,60955,3,40466.11
Tablet,Lenovo,1,6.1,Moderate,6.2,3,41149,3,14866.74
Smartwatch,Apple,3,3.5,Moderate,3.9999999999999996,2,15430,6,500.0
Smartphone,Xiaomi,2,2.0,Moderate,2.3,5,94096,6,500.0
Tablet,Lenovo,5,6.6,Light,7.6,4,68513,10,500.0
Smartphone,Realme,4,3.1,Moderate,3.8000000000000003,3,86990,5,500.0
Tablet,Apple,3,5.8,Moderate,6.300000000000001,3,39640,9,500.0
Washing Machine,IFB,4,8.3,Moderate,9.000000000000002,1,24223,3,6459.47
Laptop,HP,1,6.0,Moderate,6.1000000000000005,1,67204,8,500.0
Refrigerator,Bosch,1,13.9,Light,14.1,2,61616,6,19468.03
TV,LG,1,13.7,Moderate,13.799999999999999,3,151246,7,52168.91
Smartphone,OnePlus,5,2.4,Moderate,3.3,1,23442,3,852.44
Tablet,Lenovo,5,3.7,Light,4.7,4,63223,3,19437.71
Smartphone,Xiaomi,5,3.5,Light,4.5,3,13048,8,500.0
Washing Machine,Whirlpool,1,14.7,Moderate,14.799999999999999,3,46073,9,12638.94
Laptop,Acer,5,4.5,Moderate,5.4,1,147402,7,500.0
Tablet,Huawei,3,3.7,Moderate,4.200000000000001,2,51585,4,1351.04
Smartphone,Realme,3,2.5,Moderate,3.0,2,111037,6,500.0
Refrigerator,Godrej,2,8.4,Light,8.8,1,53710,6,6835.82
Smartphone,Xiaomi,5,4.9,Moderate,5.800000000000001,4,25418,5,2980.04
Washing Machine,Whirlpool,3,9.3,Light,9.9,2,43700,3,16751.67
Laptop,Asus,3,6.3,Moderate,6.800000000000001,2,34896,8,500.0
TV,OnePlus,5,15.0,Moderate,15.9,2,126547,4,52091.2
Refrigerator,Samsung,5,9.7,Heavy,10.399999999999999,3,42584,6,12611.42
Refrigerator,Godrej,5,10.2,Light,11.2,2,42812,3,17239.48
Refrigerator,Whirlpool,5,10.5,Heavy,11.2,4,55499,10,5054.37
Smartphone,Xiaomi,2,3.7,Moderate,4.000000000000001,2,36116,10,500.0
TV,OnePlus,5,13.3,Light,14.3,4,81163,6,40042.31
Refrigerator,LG,2,8.5,Light,8.9,5,40291,3,26709.76
Tablet,Samsung,1,4.9,Moderate,5.000000000000001,3,37283,7,500.0
Smartwatch,Apple,4,3.8,Light,4.6,2,6931,9,500.0
Smartphone,OnePlus,3,3.8,Moderate,4.300000000000001,4,66840,9,500.0
Laptop,Acer,4,5.7,Moderate,6.4,3,143941,6,6297.42
Refrigerator,Godrej,4,10.8,Heavy,11.3,4,22534,6,8983.69
Smartphone,Realme,1,2.6,Moderate,2.7,1,105771,10,500.0
Laptop,HP,3,4.9,Light,5.5,2,138506,6,500.0
Smartphone,Realme,3,3.5,Heavy,3.8,3,33532,3,4941.56
Smartphone,Vivo,3,3.7,Light,4.300000000000001,4,8637,1,5634.14
TV,OnePlus,4,10.6,Moderate,11.3,4,145719,8,36171.84
Tablet,Samsung,2,6.1,Moderate,6.4,3,10393,4,2728.16
Tablet,Apple,3,6.7,Light,7.300000000000001,1,23272,2,6758.44
Laptop,Asus,1,3.7,Light,3.9000000000000004,4,63086,3,12374.56
TV,OnePlus,3,14.3,Heavy,14.6,2,130006,1,66605.81
Smartphone,Samsung,1,4.9,Heavy,4.800000000000001,3,21702,7,500.0
TV,LG,2,14.2,Heavy,14.299999999999999,4,50507,5,27920.13
Smartphone,Apple,2,4.2,Moderate,4.500000000000001,2,40801,2,12466.97
Smartphone,Apple,4,4.5,Light,5.3,4,23848,5,1147.4
Refrigerator,Whirlpool,3,11.1,Moderate,11.6,5,43983,10,6066.62
Smartphone,Realme,2,3.1,Light,3.5,2,100624,1,39530.86
Refrigerator,Whirlpool,5,8.5,Moderate,9.4,4,73512,3,42543.11
Refrigerator,LG,3,12.5,Heavy,12.799999999999999,1,32412,3,9926.18
Tablet,Lenovo,2,5.1,Heavy,5.2,4,17482,2,9144.43
Laptop,Lenovo,1,4.7,Light,4.9,3,73970,2,30644.71
Washing Machine,IFB,2,10.5,Heavy,10.6,5,26991,7,9166.75
Smartphone,Xiaomi,1,3.6,Moderate,3.7,3,59506,10,500.0
Washing Machine,LG,5,14.9,Heavy,15.6,3,37207,10,9349.45
Smartwatch,Noise,5,2.8,Moderate,3.6999999999999997,2,24024,3,2499.79
Washing Machine,LG,5,11.3,Light,12.3,5,28783,2,24102.84
Refrigerator,Samsung,1,14.6,Light,14.799999999999999,5,24193,8,11115.7
TV,Samsung,4,11.3,Light,12.100000000000001,1,146536,1,53770.23
Smartphone,Realme,2,2.5,Light,2.9,3,9377,5,500.0
Washing Machine,LG,2,11.5,Moderate,11.8,5,27963,7,11374.78
Tablet,Samsung,2,6.0,Moderate,6.300000000000001,3,46793,8,500.0
Smartphone,Samsung,2,4.9,Heavy,5.000000000000001,1,104119,7,500.0
TV,LG,3,13.1,Heavy,13.399999999999999,1,21390,2,7278.99
Laptop,Lenovo,2,5.0,Heavy,5.1000000000000005,2,58647,3,13281.82
Smartphone,OnePlus,3,3.3,Heavy,3.6,5,18624,6,500.0
Washing Machine,Samsung,5,11.0,Heavy,11.7,4,18473,2,13017.94
Refrigerator,Samsung,2,12.3,Moderate,12.600000000000001,5,21147,10,4363.67
Smartwatch,Samsung,2,3.4,Heavy,3.5,1,10550,1,3014.29
Smartphone,Vivo,4,4.0,Moderate,4.7,5,8816,10,500.0
Laptop,Asus,1,5.9,Moderate,6.000000000000001,4,147331,4,41743.78
TV,LG,3,13.4,Heavy,13.7,2,151397,1,77190.37
Refrigerator,Godrej,3,14.1,Light,14.7,1,28544,9,4427.23
Refrigerator,LG,5,10.0,Heavy,10.7,2,38724,10,1393.34
Laptop,Asus,4,4.5,Light,5.3,2,119102,1,53146.46
Tablet,Huawei,4,6.1,Moderate,6.8,5,69399,6,8164.59
Refrigerator,LG,4,9.0,Light,9.8,3,55153,9,3151.6
Smartphone,Apple,5,4.7,Moderate,5.6000000000000005,1,112292,9,500.0
Washing Machine,Bosch,5,11.3,Heavy,12.0,4,42806,7,15160.46
Smartwatch,Apple,5,3.6,Moderate,4.5,5,46355,6,500.0
TV,TCL,1,13.6,Moderate,13.7,1,147798,3,46173.39
Laptop,Lenovo,1,6.8,Light,7.0,1,105046,3,24010.51
Laptop,Acer,3,4.6,Heavy,4.8999999999999995,2,52314,9,500.0
Smartphone,Apple,3,2.1,Heavy,2.4000000000000004,2,65844,10,500.0
Refrigerator,Whirlpool,1,14.5,Heavy,14.399999999999999,3,57217,2,34489.14
Laptop,HP,5,5.8,Heavy,6.5,3,84149,10,500.0
Smartwatch,Samsung,2,3.8,Heavy,3.9000000000000004,2,34434,10,500.0
Refrigerator,Bosch,3,13.5,Moderate,14.0,4,22796,10,5536.17
Washing Machine,IFB,1,9.7,Light,9.899999999999999,1,16361,2,5222.3
Refrigerator,Godrej,2,14.3,Moderate,14.600000000000001,2,74609,7,21360.66
Tablet,Huawei,4,6.8,Moderate,7.5,5,13118,7,874.53
Smartphone,Xiaomi,1,3.0,Light,3.2,3,115008,6,500.0
Smartphone,Xiaomi,3,4.3,Moderate,4.800000000000001,2,46568,1,20276.48
Tablet,Huawei,2,4.5,Heavy,4.6000000000000005,2,51885,5,500.0
Laptop,HP,1,5.7,Moderate,5.800000000000001,5,75369,4,23390.38
Washing Machine,LG,1,11.8,Moderate,11.9,2,24734,3,10174.2
TV,OnePlus,4,11.5,Heavy,12.0,4,58416,8,16551.2
Laptop,Apple,4,4.4,Heavy,4.9,5,127052,5,500.0
Refrigerator,LG,4,9.1,Light,9.9,1,73058,4,17415.85
Tablet,Apple,5,5.1,Moderate,6.0,2,70476,8,500.0
Tablet,Apple,3,6.3,Light,6.9,4,21139,5,4947.75
TV,TCL,3,10.9,Moderate,11.4,2,183038,8,30024.65
Refrigerator,Bosch,4,11.2,Light,12.0,2,70917,6,19502.18
Washing Machine,Samsung,3,10.6,Heavy,10.899999999999999,3,43378,9,5292.91
Smartphone,Xiaomi,1,4.9,Light,5.1000000000000005,4,62906,8,500.0
Refrigerator,Samsung,1,9.5,Light,9.7,4,33838,1,25797.11
Refrigerator,Godrej,5,13.7,Light,14.7,3,74473,1,48584.77
Tablet,Huawei,3,3.8,Light,4.4,3,41084,2,15686.62
Tablet,Lenovo,1,5.9,Moderate,6.000000000000001,2,15618,10,500.0
Laptop,Dell,3,4.0,Light,4.6,2,66591,8,500.0
TV,Samsung,1,11.1,Heavy,10.999999999999998,3,52849,6,16815.59
Tablet,Apple,1,3.8,Heavy,3.7,4,48183,1,29886.48
Washing Machine,Bosch,5,11.1,Heavy,11.799999999999999,2,35278,9,4604.08
Tablet,Samsung,5,5.6,Moderate,6.5,2,63573,8,500.0
Refrigerator,Godrej,3,10.5,Heavy,10.799999999999999,3,63200,7,15565.93
Washing Machine,LG,2,9.0,Heavy,9.1,4,30309,8,3114.17
Smartphone,Xiaomi,5,3.0,Light,4.0,4,89774,1,57230.92
TV,Sony,2,9.9,Heavy,10.0,3,187051,6,52374.28
Tablet,Samsung,3,4.2,Light,4.800000000000001,1,34792,7,500.0
Smartwatch,Apple,4,4.5,Moderate,5.2,5,24314,7,500.0
Smartwatch,Amazfit,5,2.6,Moderate,3.5,3,9550,1,4775.0
Tablet,Lenovo,3,5.0,Moderate,5.5,2,42064,7,500.0
Smartphone,OnePlus,4,2.7,Heavy,3.2,3,31535,6,500.0
Washing Machine,IFB,1,12.2,Heavy,12.099999999999998,5,58218,4,38972.38
Refrigerator,LG,2,11.7,Light,12.1,5,37106,5,21772.94
Smartwatch,Samsung,4,3.0,Heavy,3.5,4,40869,1,24813.32
Laptop,Apple,1,6.2,Moderate,6.300000000000001,3,67352,3,24695.73
Laptop,Lenovo,1,5.6,Heavy,5.5,5,106169,1,86865.55
Washing Machine,Whirlpool,5,13.0,Moderate,13.9,2,44608,2,21004.27
Smartphone,Xiaomi,4,4.7,Moderate,5.4,2,76087,1,34098.25
Laptop,Dell,4,3.8,Light,4.6,3,63832,2,25255.27
TV,Sony,4,14.3,Light,15.100000000000001,3,109684,6,46270.67
Tablet,Apple,1,6.0,Light,6.2,1,55356,8,500.0
Tablet,Samsung,4,4.1,Light,4.8999999999999995,2,42506,3,9065.06
Tablet,Huawei,5,6.2,Moderate,7.1000000000000005,4,53834,2,32869.07
TV,TCL,3,11.8,Moderate,12.3,4,191005,6,83157.05
TV,TCL,1,14.3,Heavy,14.2,5,180367,9,66049.89
TV,Sony,1,8.8,Light,9.0,2,134487,2,57530.55
Washing Machine,Whirlpool,2,8.2,Light,8.6,3,20963,3,9555.23
Smartwatch,Noise,4,3.8,Heavy,4.3,4,15945,5,500.0
Smartwatch,Amazfit,4,4.7,Heavy,5.2,5,48291,6,500.0
Washing Machine,IFB,4,9.6,Heavy,10.1,1,53615,6,8705.8
Refrigerator,Godrej,1,9.1,Heavy,8.999999999999998,5,50360,3,33573.33
Smartphone,Vivo,1,2.2,Light,2.4000000000000004,1,62813,2,4187.53
Washing Machine,LG,3,9.2,Light,9.799999999999999,1,21729,9,709.52
Washing Machine,IFB,5,10.1,Light,11.1,3,52480,10,3640.5
TV,OnePlus,3,10.3,Heavy,10.6,1,51183,9,3090.29
Washing Machine,Samsung,2,10.2,Light,10.6,4,32356,9,4151.34
Laptop,Asus,5,6.7,Heavy,7.4,3,102254,9,500.0
Tablet,Apple,4,5.6,Light,6.3999999999999995,3,27260,10,500.0
Smartphone,Vivo,4,4.4,Moderate,5.1000000000000005,3,85453,5,1172.88
Washing Machine,IFB,5,11.0,Moderate,11.9,4,29919,5,14745.79
TV,OnePlus,2,10.6,Heavy,10.7,2,33974,7,6461.41
Laptop,Asus,1,4.9,Light,5.1000000000000005,2,105500,1,46647.55
Tablet,Apple,1,5.1,Heavy,5.0,2,21200,10,500.0
Tablet,Huawei,3,6.3,Moderate,6.800000000000001,2,68382,10,500.0
TV,OnePlus,3,14.9,Heavy,15.2,2,149345,6,49716.16
Laptop,Apple,5,6.3,Heavy,7.0,4,33129,4,12068.42
Smartphone,Apple,5,2.9,Heavy,3.6,2,63263,8,500.0
Smartphone,Xiaomi,1,2.9,Moderate,3.0,2,32708,5,500.0
Washing Machine,Samsung,4,13.6,Moderate,14.3,5,36895,7,18834.51
Refrigerator,Godrej,4,12.0,Moderate,12.700000000000001,5,63360,4,43404.09
Refrigerator,LG,2,9.5,Heavy,9.6,3,78124,1,48990.26
Washing Machine,Bosch,3,11.0,Moderate,11.5,4,22725,3,14277.23
Tablet,Apple,4,4.3,Light,5.1,2,62058,3,14054.31
Smartwatch,Samsung,1,2.3,Heavy,2.2,2,24752,2,1237.6
Washing Machine,IFB,3,10.0,Heavy,10.299999999999999,3,35429,1,22392.5
Washing Machine,Bosch,4,9.4,Moderate,10.100000000000001,4,31994,3,19117.21
Laptop,Lenovo,4,4.2,Moderate,4.9,4,80412,5,500.0
Refrigerator,Bosch,5,10.7,Moderate,11.6,5,27274,3,20220.38
Laptop,Lenovo,5,3.6,Heavy,4.3,5,36411,4,2540.3
Laptop,Lenovo,4,4.9,Light,5.7,3,83880,1,48414.95
Washing Machine,Samsung,4,11.3,Moderate,12.000000000000002,2,47785,4,17521.17
Smartphone,OnePlus,5,4.2,Heavy,4.9,5,54877,1,43677.61
Washing Machine,Whirlpool,5,8.5,Heavy,9.2,4,15535,3,8898.85
Smartwatch,Apple,4,2.8,Heavy,3.3,2,21273,10,500.0
Tablet,Samsung,2,4.2,Heavy,4.300000000000001,5,72443,7,500.0
Laptop,Dell,3,4.8,Heavy,5.1000000000000005,3,60597,5,831.72
Refrigerator,Samsung,4,10.6,Moderate,11.3,1,27191,8,3176.29
Tablet,Samsung,4,6.7,Moderate,7.4,2,13162,5,2347.82
Refrigerator,Whirlpool,1,11.8,Heavy,11.7,5,59984,10,8715.62
Refrigerator,LG,3,9.7,Light,10.299999999999999,3,33329,2,18800.14
Smartwatch,Boat,5,4.4,Heavy,5.1000000000000005,1,24877,8,500.0
Laptop,Lenovo,3,3.9,Moderate,4.4,1,81096,3,10321.31
Laptop,Apple,5,4.4,Light,5.4,3,56282,4,10214.14
Laptop,Apple,5,6.0,Light,7.0,2,104396,4,24607.63
TV,Sony,2,11.4,Light,11.8,3,34671,3,18099.44
Washing Machine,IFB,2,14.9,Heavy,15.0,4,50716,7,22991.25
TV,Sony,1,13.2,Light,13.399999999999999,2,104245,6,31662.47
TV,OnePlus,4,13.4,Light,14.200000000000001,2,68212,2,32232.57
Laptop,HP,3,5.3,Moderate,5.800000000000001,5,141990,2,93027.93
Smartphone,Samsung,5,4.0,Light,5.0,3,69177,4,9684.78
Tablet,Huawei,5,4.2,Moderate,5.1000000000000005,2,10167,6,500.0
Refrigerator,Whirlpool,5,10.5,Light,11.5,5,25552,2,21108.17
Laptop,Dell,3,5.4,Heavy,5.7,4,46858,1,32841.7
Washing Machine,Whirlpool,3,13.9,Heavy,14.2,5,50139,5,32484.42
TV,Samsung,4,10.2,Moderate,10.9,3,27930,5,10582.65
Smartwatch,Apple,5,2.9,Heavy,3.6,2,49716,5,500.0
Smartwatch,Noise,5,2.1,Moderate,3.0,1,7774,8,500.0
Tablet,Huawei,3,6.8,Moderate,7.300000000000001,4,49415,6,7479.94
Refrigerator,Bosch,1,8.6,Heavy,8.499999999999998,4,47382,4,21321.9
Smartphone,OnePlus,1,4.2,Heavy,4.1000000000000005,5,85712,6,500.0
Smartphone,Apple,2,3.2,Light,3.6,3,55851,7,500.0
TV,LG,3,10.6,Moderate,11.1,4,85413,1,66060.41
TV,TCL,4,8.9,Moderate,9.600000000000001,5,80962,3,55661.38
Laptop,Acer,1,4.3,Light,4.5,5,94011,3,31337.0
Laptop,Acer,3,4.2,Light,4.800000000000001,1,149142,8,500.0
Washing Machine,Bosch,1,12.6,Heavy,12.499999999999998,4,54909,4,31737.4
Laptop,Acer,4,3.5,Moderate,4.2,4,75384,4,3051.26
Tablet,Apple,2,5.0,Moderate,5.300000000000001,3,36016,5,1427.05
Washing Machine,IFB,3,11.7,Moderate,12.2,3,57981,4,27279.59
Washing Machine,LG,2,14.6,Light,15.0,3,41862,10,9767.8
Refrigerator,Bosch,5,13.2,Heavy,13.899999999999999,3,69774,9,17217.61
TV,Sony,4,10.6,Moderate,11.3,5,20775,4,13421.02
Washing Machine,LG,1,14.6,Heavy,14.499999999999998,1,15338,4,4442.73
Tablet,Apple,4,5.7,Light,6.5,5,62041,1,52496.23
Smartphone,Samsung,5,2.9,Heavy,3.6,4,102148,6,500.0
Laptop,Acer,1,4.2,Heavy,4.1000000000000005,5,144883,9,500.0
Smartphone,Vivo,3,4.5,Heavy,4.8,4,40613,9,500.0
Tablet,Huawei,4,4.1,Heavy,4.6,4,46913,10,500.0
Laptop,Lenovo,4,6.5,Light,7.3,3,38174,1,23061.28
Laptop,Dell,4,4.8,Moderate,5.5,2,83580,3,20895.0
Smartphone,Vivo,4,2.2,Moderate,2.9,5,34514,9,500.0
TV,LG,4,14.4,Light,15.200000000000001,1,82982,4,24457.85
Smartwatch,Samsung,1,2.2,Moderate,2.3000000000000003,3,19062,10,500.0
Refrigerator,Whirlpool,5,11.8,Light,12.8,1,43808,6,9309.2
Washing Machine,Whirlpool,4,12.5,Light,13.3,2,27813,9,4945.7
Washing Machine,LG,5,11.8,Moderate,12.700000000000001,5,58464,4,40050.14
TV,Sony,2,9.8,Light,10.200000000000001,1,112245,4,27290.94
Laptop,Acer,5,4.4,Light,5.4,5,144009,1,117340.67
Refrigerator,Whirlpool,2,11.8,Heavy,11.9,2,53597,4,19569.66
Refrigerator,LG,2,10.3,Light,10.700000000000001,3,56910,9,6329.24
Laptop,HP,1,4.2,Heavy,4.1000000000000005,5,32237,6,500.0
Tablet,Lenovo,5,4.2,Moderate,5.1000000000000005,4,59617,4,10929.78
Washing Machine,IFB,1,13.8,Moderate,13.9,2,41249,2,19422.64
Smartphone,Apple,3,4.3,Heavy,4.6000000000000005,1,60039,4,3132.47
Laptop,Lenovo,5,5.9,Heavy,6.6000000000000005,5,80687,2,56236.39
Refrigerator,Samsung,2,9.1,Light,9.5,1,57310,6,8445.68
Smartwatch,Noise,2,2.5,Moderate,2.8,1,46344,5,500.0
Laptop,Lenovo,1,4.8,Light,5.0,1,44154,6,500.0
Smartwatch,Noise,3,4.5,Light,5.1,5,33022,4,7122.39
Refrigerator,Bosch,4,13.3,Heavy,13.8,1,60938,4,17309.92
Washing Machine,Bosch,4,9.5,Heavy,10.0,1,59978,7,7197.36
Tablet,Apple,5,6.0,Moderate,6.9,3,71776,3,28398.33
Refrigerator,Bosch,5,11.5,Moderate,12.4,1,79472,8,11279.9
Laptop,HP,1,4.2,Moderate,4.300000000000001,2,67385,3,11204.72
Tablet,Samsung,1,6.8,Light,7.0,5,67538,3,38593.14
Washing Machine,LG,3,13.6,Heavy,13.899999999999999,4,35876,5,19525.32
Laptop,Lenovo,5,3.9,Moderate,4.800000000000001,2,66997,5,500.0
Tablet,Huawei,4,6.4,Light,7.2,4,17828,7,500.0
TV,LG,5,13.7,Heavy,14.399999999999999,4,20859,7,9111.33
Smartwatch,Amazfit,1,4.2,Light,4.4,3,29291,6,500.0
Tablet,Lenovo,4,5.2,Light,6.0,2,60604,8,500.0
TV,OnePlus,3,11.3,Light,11.9,3,83866,1,53772.91
Tablet,Samsung,2,4.1,Moderate,4.4,4,17154,2,7953.22
Smartphone,Apple,5,4.1,Light,5.1,4,80299,6,500.0
Washing Machine,LG,3,11.5,Light,12.1,4,49234,4,28014.55
TV,Sony,2,10.9,Light,11.3,4,35347,2,24727.26
Smartphone,Samsung,1,4.8,Light,5.0,2,55571,3,12225.62
Washing Machine,LG,2,10.2,Heavy,10.299999999999999,2,31407,2,13919.7
Washing Machine,IFB,1,14.9,Light,15.1,4,43598,7,19878.96
TV,Sony,3,9.3,Light,9.9,2,79355,6,17193.58
Smartphone,Xiaomi,1,4.5,Heavy,4.4,4,17914,9,500.0
Refrigerator,LG,5,9.2,Heavy,9.899999999999999,3,29471,3,14378.28
Refrigerator,Godrej,1,14.8,Moderate,14.9,2,69307,1,35560.54
Laptop,HP,2,6.5,Light,6.9,2,87361,4,20194.32
Smartwatch,Amazfit,1,4.7,Light,4.9,2,45537,3,9711.46
Smartphone,OnePlus,3,2.3,Moderate,2.8,1,64575,7,500.0
Smartwatch,Apple,1,2.6,Light,2.8000000000000003,2,3196,7,500.0
TV,LG,2,10.2,Light,10.6,2,162546,6,38796.36
Washing Machine,Whirlpool,5,14.6,Heavy,15.299999999999999,3,19088,2,11614.99
Refrigerator,Godrej,5,14.0,Light,15.0,5,26375,2,22858.33
Washing Machine,Bosch,5,10.0,Light,11.0,1,28138,7,4092.8
Smartphone,Samsung,1,4.8,Heavy,4.7,5,28346,8,500.0
Washing Machine,IFB,2,9.8,Heavy,9.9,5,36791,6,14493.42
Tablet,Apple,3,6.3,Light,6.9,5,10061,9,500.0
Washing Machine,LG,4,9.3,Heavy,9.8,5,34299,6,13299.61
TV,Samsung,5,8.6,Heavy,9.299999999999999,3,97041,6,24103.73
TV,Sony,5,13.1,Moderate,14.0,3,110536,1,71848.4
TV,OnePlus,2,13.5,Heavy,13.6,5,184832,7,89697.88
Smartphone,Apple,5,2.4,Moderate,3.3,2,49859,7,500.0
TV,OnePlus,1,14.9,Moderate,15.0,4,123923,4,77245.34
Refrigerator,Godrej,1,14.8,Light,15.0,1,69667,9,11146.72
Smartwatch,Amazfit,4,4.5,Heavy,5.0,4,31558,8,500.0
Smartphone,Apple,4,3.7,Heavy,4.2,4,21709,3,5272.19
Smartphone,OnePlus,4,4.6,Heavy,5.1,1,25549,9,500.0
Tablet,Huawei,4,3.6,Heavy,4.1000000000000005,3,33665,9,500.0
Refrigerator,LG,2,8.4,Moderate,8.700000000000001,2,54626,1,26590.93
Smartphone,Samsung,2,4.2,Light,4.6000000000000005,2,40521,6,500.0
Refrigerator,Godrej,2,8.7,Light,9.1,4,27485,9,500.0
Laptop,HP,2,7.0,Moderate,7.300000000000001,5,43940,2,31901.64
Tablet,Apple,2,4.7,Moderate,5.000000000000001,4,37576,5,500.0
Washing Machine,IFB,5,13.5,Moderate,14.4,5,31366,6,18296.83
Refrigerator,Samsung,2,8.9,Light,9.3,2,77517,7,10543.98
Smartphone,Vivo,5,2.1,Heavy,2.8000000000000003,2,118620,9,500.0
Laptop,Lenovo,3,4.9,Light,5.5,3,141088,1,80804.95
Tablet,Samsung,2,4.7,Moderate,5.000000000000001,3,79851,7,500.0
Washing Machine,Samsung,2,8.6,Light,9.0,2,40697,7,4974.08
Laptop,HP,1,6.9,Heavy,6.800000000000001,5,98914,7,500.0
TV,Samsung,5,14.0,Heavy,14.7,2,55615,1,28507.42
Laptop,Acer,2,6.9,Heavy,7.000000000000001,1,77652,8,500.0
Smartwatch,Boat,1,4.9,Light,5.1000000000000005,1,24987,5,500.0
Refrigerator,Whirlpool,5,14.1,Moderate,15.0,3,66439,10,15502.43
Washing Machine,IFB,3,10.6,Heavy,10.899999999999999,1,32186,10,1063.02
Refrigerator,Samsung,2,9.8,Heavy,9.9,1,20908,10,500.0
Refrigerator,Whirlpool,3,9.8,Heavy,10.1,3,53877,3,26511.75
TV,OnePlus,2,9.6,Light,10.0,2,99154,7,16360.41
Smartwatch,Noise,4,4.0,Light,4.8,4,44786,1,30137.25
Laptop,Apple,5,4.5,Heavy,5.2,3,50070,5,1348.04
Laptop,Acer,5,3.8,Heavy,4.5,2,136574,10,500.0
